service,port,transport
ddrepl,4126,tcp
unikeypro,4127,tcp
nufw,4128,tcp
nuauth,4129,tcp
fronet,4130,tcp
stars,4131,tcp
nuts-dem,4132,tcp
nuts-bootp,4133,tcp
nifty-hmi,4134,tcp
cl-db-attach,4135,tcp
cl-db-request,4136,tcp
cl-db-remote,4137,tcp
nettest,4138,tcp
thrtx,4139,tcp
cedros-fds,4140,tcp
oirtgsvc,4141,tcp
oidocsvc,4142,tcp
oidsr,4143,tcp
vvr-control,4145,tcp
tgcconnect,4146,tcp
vrxpservman,4147,tcp
hhb-handheld,4148,tcp
agslb,4149,tcp
PowerAlert-nsa,4150,tcp
menandmice-noh,4151,tcp
idig-mux,4152,tcp
mbl-battd,4153,tcp
atlinks,4154,tcp
bzr,4155,tcp
stat-results,4156,tcp
stat-scanner,4157,tcp
stat-cc,4158,tcp
nss,4159,tcp
jini-discovery,4160,tcp
omscontact,4161,tcp
omstopology,4162,tcp
silverpeakpeer,4163,tcp
silverpeakcomm,4164,tcp
altcp,4165,tcp
joost,4166,tcp
ddgn,4167,tcp
pslicser,4168,tcp
iadt,4169,tcp
d-cinema-csp,4170,tcp
ml-svnet,4171,tcp
pcoip,4172,tcp
smcluster,4174,tcp
bccp,4175,tcp
tl-ipcproxy,4176,tcp
wello,4177,tcp
storman,4178,tcp
MaxumSP,4179,tcp
httpx,4180,tcp
macbak,4181,tcp
pcptcpservice,4182,tcp
cyborgnet,4183,tcp
universe-suite,4184,tcp
wcpp,4185,tcp
boxbackupstore,4186,tcp
csc-proxy,4187,tcp
vatata,4188,tcp
pcep,4189,tcp
sieve,4190,tcp
azeti,4192,tcp
pvxplusio,4193,tcp
spdm,4194,tcp
aws-wsp,4195,tcp
hctl,4197,tcp
eims-admin,4199,tcp
corelccam,4300,tcp
d-data,4301,tcp
d-data-control,4302,tcp
srcp,4303,tcp
owserver,4304,tcp
batman,4305,tcp
pinghgl,4306,tcp
trueconf,4307,tcp
compx-lockview,4308,tcp
dserver,4309,tcp
mirrtex,4310,tcp
p6ssmc,4311,tcp
pscl-mgt,4312,tcp
perrla,4313,tcp
choiceview-agt,4314,tcp
choiceview-clt,4316,tcp
opentelemetry,4317,tcp
skytale,4319,tcp
fdt-rcatp,4320,tcp
rwhois,4321,tcp
trim-event,4322,tcp
trim-ice,4323,tcp
geognosisadmin,4325,tcp
geognosis,4326,tcp
jaxer-web,4327,tcp
jaxer-manager,4328,tcp
publiqare-sync,4329,tcp
dey-sapi,4330,tcp
ktickets-rest,4331,tcp
getty-focus,4332,tcp
ahsp,4333,tcp
netconf-ch-ssh,4334,tcp
netconf-ch-tls,4335,tcp
restconf-ch-tls,4336,tcp
gaia,4340,tcp
unicall,4343,tcp
vinainstall,4344,tcp
m4-network-as,4345,tcp
elanlm,4346,tcp
lansurveyor,4347,tcp
itose,4348,tcp
fsportmap,4349,tcp
net-device,4350,tcp
plcy-net-svcs,4351,tcp
pjlink,4352,tcp
f5-iquery,4353,tcp
qsnet-trans,4354,tcp
qsnet-workst,4355,tcp
qsnet-assist,4356,tcp
qsnet-cond,4357,tcp
qsnet-nucl,4358,tcp
omabcastltkm,4359,tcp
matrix-vnet,4360,tcp
wxbrief,4368,tcp
epmd,4369,tcp
elpro-tunnel,4370,tcp
l2c-control,4371,tcp
l2c-data,4372,tcp
remctl,4373,tcp
psi-ptt,4374,tcp
tolteces,4375,tcp
bip,4376,tcp
cp-spxsvr,4377,tcp
cp-spxdpy,4378,tcp
ctdb,4379,tcp
xandros-cms,4389,tcp
wiegand,4390,tcp
apwi-imserver,4391,tcp
apwi-rxserver,4392,tcp
apwi-rxspooler,4393,tcp
omnivisionesx,4395,tcp
fly,4396,tcp
ds-srv,4400,tcp
ds-srvr,4401,tcp
ds-clnt,4402,tcp
ds-user,4403,tcp
ds-admin,4404,tcp
ds-mail,4405,tcp
ds-slp,4406,tcp
nacagent,4407,tcp
slscc,4408,tcp
netcabinet-com,4409,tcp
itwo-server,4410,tcp
found,4411,tcp
vision-mon,4413,tcp
updog,4414,tcp
brcd-vr-req,4415,tcp
pjj-player,4416,tcp
workflowdir,4417,tcp
cbp,4419,tcp
nvme,4420,tcp
scaleft,4421,tcp
tsepisp,4422,tcp
thingkit,4423,tcp
netrockey6,4425,tcp
beacon-port-2,4426,tcp
drizzle,4427,tcp
omviserver,4428,tcp
omviagent,4429,tcp
rsqlserver,4430,tcp
wspipe,4431,tcp
l-acoustics,4432,tcp
vop,4433,tcp
saris,4442,tcp
pharos,4443,tcp
krb524,4444,tcp
upnotifyp,4445,tcp
n1-fwp,4446,tcp
n1-rmgmt,4447,tcp
asc-slmd,4448,tcp
privatewire,4449,tcp
camp,4450,tcp
ctisystemmsg,4451,tcp
ctiprogramload,4452,tcp
nssalertmgr,4453,tcp
nssagentmgr,4454,tcp
prchat-user,4455,tcp
prchat-server,4456,tcp
prRegister,4457,tcp
mcp,4458,tcp
ntske,4460,tcp
agtp,4480,tcp
hpssmgmt,4484,tcp
assyst-dr,4485,tcp
icms,4486,tcp
prex-tcp,4487,tcp
awacs-ice,4488,tcp
ipsec-nat-t,4500,tcp
ehs,4535,tcp
ehs-ssl,4536,tcp
wssauthsvc,4537,tcp
swx-gate,4538,tcp
worldscores,4545,tcp
sf-lm,4546,tcp
lanner-lm,4547,tcp
synchromesh,4548,tcp
aegate,4549,tcp
gds-adppiw-db,4550,tcp
ieee-mih,4551,tcp
menandmice-mon,4552,tcp
icshostsvc,4553,tcp
msfrs,4554,tcp
rsip,4555,tcp
dtn-bundle,4556,tcp
hylafax,4559,tcp
amahi-anywhere,4563,tcp
kwtc,4566,tcp
tram,4567,tcp
bmc-reporting,4568,tcp
iax,4569,tcp
deploymentmap,4570,tcp
cardifftec-back,4573,tcp
rid,4590,tcp
l3t-at-an,4591,tcp
ipt-anri-anri,4593,tcp
ias-session,4594,tcp
ias-paging,4595,tcp
ias-neighbor,4596,tcp
a21-an-1xbs,4597,tcp
a16-an-an,4598,tcp
a17-an-an,4599,tcp
piranha1,4600,tcp
piranha2,4601,tcp
mtsserver,4602,tcp
menandmice-upg,4603,tcp
irp,4604,tcp
sixchat,4605,tcp
sixid,4606,tcp
dots-signal,4646,tcp
playsta2-app,4658,tcp
playsta2-lob,4659,tcp
smaclmgr,4660,tcp
kar2ouche,4661,tcp
oms,4662,tcp
noteit,4663,tcp
ems,4664,tcp
contclientms,4665,tcp
eportcomm,4666,tcp
mmacomm,4667,tcp
mmaeds,4668,tcp
eportcommdata,4669,tcp
light,4670,tcp
acter,4671,tcp
rfa,4672,tcp
cxws,4673,tcp
appiq-mgmt,4674,tcp
dhct-status,4675,tcp
dhct-alerts,4676,tcp
bcs,4677,tcp
traversal,4678,tcp
mgesupervision,4679,tcp
mgemanagement,4680,tcp
parliant,4681,tcp
finisar,4682,tcp
spike,4683,tcp
rfid-rp1,4684,tcp
autopac,4685,tcp
msp-os,4686,tcp
nst,4687,tcp
mobile-p2p,4688,tcp
altovacentral,4689,tcp
prelude,4690,tcp
mtn,4691,tcp
conspiracy,4692,tcp
netxms-agent,4700,tcp
netxms-mgmt,4701,tcp
netxms-sync,4702,tcp
npqes-test,4703,tcp
assuria-ins,4704,tcp
trinity-dist,4711,tcp
truckstar,4725,tcp
fcis,4727,tcp
capmux,4728,tcp
gearman,4730,tcp
remcap,4731,tcp
resorcs,4733,tcp
ipdr-sp,4737,tcp
solera-lpn,4738,tcp
ipfix,4739,tcp
ipfixs,4740,tcp
lumimgrd,4741,tcp
sicct,4742,tcp
openhpid,4743,tcp
ifsp,4744,tcp
fmp,4745,tcp
profilemac,4749,tcp
ssad,4750,tcp
spocp,4751,tcp
snap,4752,tcp
simon,4753,tcp
RDCenter,4756,tcp
converge,4774,tcp
bfd-multi-ctl,4784,tcp
smart-install,4786,tcp
sia-ctrl-plane,4787,tcp
xmcp,4788,tcp
unified-bus,4792,tcp
iims,4800,tcp
iwec,4801,tcp
ilss,4802,tcp
notateit,4803,tcp
htcp,4827,tcp
varadero-0,4837,tcp
varadero-1,4838,tcp
varadero-2,4839,tcp
opcua-tcp,4840,tcp
quosa,4841,tcp
gw-asv,4842,tcp
opcua-tls,4843,tcp
gw-log,4844,tcp
wcr-remlib,4845,tcp
contamac-icm,4846,tcp
wfc,4847,tcp
appserv-http,4848,tcp
appserv-https,4849,tcp
sun-as-nodeagt,4850,tcp
derby-repli,4851,tcp
unify-debug,4867,tcp
phrelay,4868,tcp
phrelaydbg,4869,tcp
cc-tracking,4870,tcp
wired,4871,tcp
tritium-can,4876,tcp
lmcs,4877,tcp
wsdl-event,4879,tcp
hislip,4880,tcp
wmlserver,4883,tcp
hivestor,4884,tcp
abbs,4885,tcp
xcap-portal,4888,tcp
xcap-control,4889,tcp
lyskom,4894,tcp
radmin-port,4899,tcp
hfcs,4900,tcp
flr-agent,4901,tcp
magiccontrol,4902,tcp
lutap,4912,tcp
lutcp,4913,tcp
bones,4914,tcp
frcs,4915,tcp
eq-office-4940,4940,tcp
eq-office-4941,4941,tcp
eq-office-4942,4942,tcp
munin,4949,tcp
sybasesrvmon,4950,tcp
pwgwims,4951,tcp
sagxtsds,4952,tcp
dbsyncarbiter,4953,tcp
ccss-qmm,4969,tcp
ccss-qsm,4970,tcp
burp,4971,tcp
webyast,4984,tcp
gerhcs,4985,tcp
mrip,4986,tcp
smar-se-port1,4987,tcp
smar-se-port2,4988,tcp
parallel,4989,tcp
busycal,4990,tcp
vrt,4991,tcp
hfcs-manager,4999,tcp
commplex-main,5000,tcp
commplex-link,5001,tcp
rfe,5002,tcp
fmpro-internal,5003,tcp
avt-profile-1,5004,tcp
avt-profile-2,5005,tcp
wsm-server,5006,tcp
wsm-server-ssl,5007,tcp
synapsis-edge,5008,tcp
winfs,5009,tcp
telelpathstart,5010,tcp
telelpathattack,5011,tcp
nsp,5012,tcp
fmpro-v6,5013,tcp
fmwp,5015,tcp
zenginkyo-1,5020,tcp
zenginkyo-2,5021,tcp
mice,5022,tcp
htuilsrv,5023,tcp
scpi-telnet,5024,tcp
scpi-raw,5025,tcp
strexec-d,5026,tcp
strexec-s,5027,tcp
qvr,5028,tcp
infobright,5029,tcp
signacert-agent,5032,tcp
jtnetd-server,5033,tcp
jtnetd-status,5034,tcp
asnaacceler8db,5042,tcp
swxadmin,5043,tcp
lxi-evntsvc,5044,tcp
osp,5045,tcp
texai,5048,tcp
ivocalize,5049,tcp
mmcc,5050,tcp
ita-agent,5051,tcp
ita-manager,5052,tcp
rlm,5053,tcp
rlm-admin,5054,tcp
unot,5055,tcp
intecom-ps1,5056,tcp
intecom-ps2,5057,tcp
sds,5059,tcp
sip,5060,tcp
sips,5061,tcp
na-localise,5062,tcp
csrpc,5063,tcp
ca-1,5064,tcp
ca-2,5065,tcp
stanag-5066,5066,tcp
authentx,5067,tcp
bitforestsrv,5068,tcp
i-net-2000-npr,5069,tcp
vtsas,5070,tcp
powerschool,5071,tcp
ayiya,5072,tcp
tag-pm,5073,tcp
alesquery,5074,tcp
pvaccess,5075,tcp
onscreen,5080,tcp
sdl-ets,5081,tcp
qcp,5082,tcp
qfp,5083,tcp
llrp,5084,tcp
encrypted-llrp,5085,tcp
aprigo-cs,5086,tcp
biotic,5087,tcp
sentinel-lm,5093,tcp
hart-ip,5094,tcp
sentlm-srv2srv,5099,tcp
socalia,5100,tcp
talarian-tcp,5101,tcp
oms-nonsecure,5102,tcp
actifio-c2c,5103,tcp
actifioudsagent,5106,tcp
actifioreplic,5107,tcp
taep-as-svc,5111,tcp
pm-cmdsvr,5112,tcp
ev-services,5114,tcp
autobuild,5115,tcp
gradecam,5117,tcp
barracuda-bbs,5120,tcp
nbt-pc,5133,tcp
ppactivation,5134,tcp
erp-scale,5135,tcp
ctsd,5137,tcp
rmonitor-secure,5145,tcp
social-alarm,5146,tcp
atmp,5150,tcp
esri-sde,5151,tcp
sde-discovery,5152,tcp
bzflag,5154,tcp
asctrl-agent,5155,tcp
rugameonline,5156,tcp
mediat,5157,tcp
snmpssh,5161,tcp
snmpssh-trap,5162,tcp
sbackup,5163,tcp
vpa,5164,tcp
ife-icorp,5165,tcp
winpcs,5166,tcp
scte104,5167,tcp
scte30,5168,tcp
pcoip-mgmt,5172,tcp
aol,5190,tcp
aol-1,5191,tcp
aol-2,5192,tcp
aol-3,5193,tcp
cpscomm,5194,tcp
ampl-lic,5195,tcp
ampl-tableproxy,5196,tcp
tunstall-lwp,5197,tcp
targus-getdata,5200,tcp
targus-getdata1,5201,tcp
targus-getdata2,5202,tcp
targus-getdata3,5203,tcp
nomad,5209,tcp
noteza,5215,tcp
3exmp,5221,tcp
xmpp-client,5222,tcp
hpvirtgrp,5223,tcp
hpvirtctrl,5224,tcp
hp-server,5225,tcp
hp-status,5226,tcp
perfd,5227,tcp
hpvroom,5228,tcp
jaxflow,5229,tcp
jaxflow-data,5230,tcp
crusecontrol,5231,tcp
csedaemon,5232,tcp
enfs,5233,tcp
eenet,5234,tcp
galaxy-network,5235,tcp
padl2sim,5236,tcp
mnet-discovery,5237,tcp
attune,5242,tcp
xycstatus,5243,tcp
downtools,5245,tcp
caacws,5248,tcp
caaclang2,5249,tcp
soagateway,5250,tcp
caevms,5251,tcp
movaz-ssc,5252,tcp
kpdp,5253,tcp
logcabin,5254,tcp
3com-njack-1,5264,tcp
3com-njack-2,5265,tcp
xmpp-server,5269,tcp
cartographerxmp,5270,tcp
cuelink,5271,tcp
pk,5272,tcp
xmpp-bosh,5280,tcp
undo-lm,5281,tcp
transmit-port,5282,tcp
presence,5298,tcp
nlg-data,5299,tcp
hacl-hb,5300,tcp
hacl-gs,5301,tcp
hacl-cfg,5302,tcp
hacl-probe,5303,tcp
hacl-local,5304,tcp
hacl-test,5305,tcp
sun-mc-grp,5306,tcp
sco-aip,5307,tcp
cfengine,5308,tcp
jprinter,5309,tcp
outlaws,5310,tcp
permabit-cs,5312,tcp
rrdp,5313,tcp
opalis-rbt-ipc,5314,tcp
hacl-poll,5315,tcp
hpbladems,5316,tcp
hpdevms,5317,tcp
pkix-cmc,5318,tcp
roughtime,5319,tcp
bsfserver-zn,5320,tcp
bsfsvr-zn-ssl,5321,tcp
kfserver,5343,tcp
xkotodrcp,5344,tcp
stuns,5349,tcp
dns-llq,5352,tcp
mdns,5353,tcp
mdnsresponder,5354,tcp
llmnr,5355,tcp
ms-smlbiz,5356,tcp
wsdapi,5357,tcp
wsdapi-s,5358,tcp
ms-alerter,5359,tcp
ms-sideshow,5360,tcp
ms-s-sideshow,5361,tcp
serverwsd2,5362,tcp
net-projection,5363,tcp
stresstester,5397,tcp
elektron-admin,5398,tcp
securitychase,5399,tcp
excerpt,5400,tcp
excerpts,5401,tcp
mftp,5402,tcp
hpoms-ci-lstn,5403,tcp
hpoms-dps-lstn,5404,tcp
netsupport,5405,tcp
systemics-sox,5406,tcp
foresyte-clear,5407,tcp
foresyte-sec,5408,tcp
salient-dtasrv,5409,tcp
salient-usrmgr,5410,tcp
actnet,5411,tcp
continuus,5412,tcp
wwiotalk,5413,tcp
statusd,5414,tcp
ns-server,5415,tcp
sns-gateway,5416,tcp
sns-agent,5417,tcp
mcntp,5418,tcp
dj-ice,5419,tcp
cylink-c,5420,tcp
netsupport2,5421,tcp
salient-mux,5422,tcp
virtualuser,5423,tcp
beyond-remote,5424,tcp
br-channel,5425,tcp
devbasic,5426,tcp
sco-peer-tta,5427,tcp
telaconsole,5428,tcp
base,5429,tcp
radec-corp,5430,tcp
park-agent,5431,tcp
postgresql,5432,tcp
pyrrho,5433,tcp
sgi-arrayd,5434,tcp
sceanics,5435,tcp
spss,5443,tcp
smbdirect,5445,tcp
tiepie,5450,tcp
surebox,5453,tcp
apc-5454,5454,tcp
apc-5455,5455,tcp
apc-5456,5456,tcp
silkmeter,5461,tcp
ttl-publisher,5462,tcp
ttlpriceproxy,5463,tcp
quailnet,5464,tcp
netops-broker,5465,tcp
apsolab-col,5470,tcp
apsolab-cols,5471,tcp
apsolab-tag,5472,tcp
apsolab-tags,5473,tcp
apsolab-data,5475,tcp
fcp-addr-srvr1,5500,tcp
fcp-addr-srvr2,5501,tcp
fcp-srvr-inst1,5502,tcp
fcp-srvr-inst2,5503,tcp
fcp-cics-gw1,5504,tcp
checkoutdb,5505,tcp
amc,5506,tcp
psl-management,5507,tcp
matter,5540,tcp
qftest-licserve,5543,tcp
cbus,5550,tcp
sgi-eventmond,5553,tcp
sgi-esphttp,5554,tcp
personal-agent,5555,tcp
freeciv,5556,tcp
farenet,5557,tcp
dp-bura,5565,tcp
westec-connect,5566,tcp
dof-dps-mc-sec,5567,tcp
sdt,5568,tcp
rdmnet-ctrl,5569,tcp
sdmmp,5573,tcp
lsi-bobcat,5574,tcp
ora-oap,5575,tcp
fdtracks,5579,tcp
tmosms0,5580,tcp
tmosms1,5581,tcp
fac-restore,5582,tcp
tmo-icon-sync,5583,tcp
bis-web,5584,tcp
bis-sync,5585,tcp
att-mt-sms,5586,tcp
ininmessaging,5597,tcp
mctfeed,5598,tcp
esinstall,5599,tcp
esmmanager,5600,tcp
esmagent,5601,tcp
a1-msc,5602,tcp
a1-bs,5603,tcp
a3-sdunode,5604,tcp
a4-sdunode,5605,tcp
efr,5618,tcp
ninaf,5627,tcp
htrust,5628,tcp
symantec-sfdb,5629,tcp
precise-comm,5630,tcp
pcanywheredata,5631,tcp
pcanywherestat,5632,tcp
beorl,5633,tcp
xprtld,5634,tcp
sfmsso,5635,tcp
sfm-db-server,5636,tcp
cssc,5637,tcp
flcrs,5638,tcp
ics,5639,tcp
vfmobile,5646,tcp
nrpe,5666,tcp
filemq,5670,tcp
amqps,5671,tcp
amqp,5672,tcp
jms,5673,tcp
hyperscsi-port,5674,tcp
v5ua,5675,tcp
raadmin,5676,tcp
questdb2-lnchr,5677,tcp
rrac,5678,tcp
dccm,5679,tcp
auriga-router,5680,tcp
ncxcp,5681,tcp
coap,5683,tcp
coaps,5684,tcp
ggz,5688,tcp
qmvideo,5689,tcp
rbsystem,5693,tcp
kmip,5696,tcp
supportassist,5700,tcp
storageos,5705,tcp
proshareaudio,5713,tcp
prosharevideo,5714,tcp
prosharedata,5715,tcp
prosharerequest,5716,tcp
prosharenotify,5717,tcp
dpm,5718,tcp
dpm-agent,5719,tcp
ms-licensing,5720,tcp
dtpt,5721,tcp
msdfsr,5722,tcp
omhs,5723,tcp
omsdk,5724,tcp
ms-ilm,5725,tcp
ms-ilm-sts,5726,tcp
asgenf,5727,tcp
io-dist-data,5728,tcp
openmail,5729,tcp
unieng,5730,tcp
ida-discover1,5741,tcp
ida-discover2,5742,tcp
watchdoc-pod,5743,tcp
watchdoc,5744,tcp
fcopy-server,5745,tcp
fcopys-server,5746,tcp
tunatic,5747,tcp
tunalyzer,5748,tcp
rscd,5750,tcp
openmailg,5755,tcp
x500ms,5757,tcp
openmailns,5766,tcp
s-openmail,5767,tcp
openmailpxy,5768,tcp
spramsca,5769,tcp
spramsd,5770,tcp
netagent,5771,tcp
starfield-io,5777,tcp
vts-rpc,5780,tcp
3par-evts,5781,tcp
3par-mgmt,5782,tcp
3par-mgmt-ssl,5783,tcp
3par-rcopy,5785,tcp
xtreamx,5793,tcp
enlabel-dpl,5798,tcp
icmpd,5813,tcp
spt-automation,5814,tcp
autopassdaemon,5820,tcp
shiprush-d-ch,5841,tcp
reversion,5842,tcp
wherehoo,5859,tcp
ppsuitemsg,5863,tcp
diameters,5868,tcp
jute,5883,tcp
rfb,5900,tcp
ff-ice,5903,tcp
ag-swim,5904,tcp
asmgcs,5905,tcp
rpas-c2,5906,tcp
dsd,5907,tcp
ipsma,5908,tcp
agma,5909,tcp
ats-atn,5910,tcp
ats-acars,5911,tcp
ais-met,5912,tcp
aoc-acars,5913,tcp
ipsdtls,5914,tcp
indy,5963,tcp
mppolicy-v5,5968,tcp
mppolicy-mgr,5969,tcp
couchdb,5984,tcp
wsman,5985,tcp
wsmans,5986,tcp
wbem-rmi,5987,tcp
wbem-http,5988,tcp
wbem-https,5989,tcp
wbem-exp-https,5990,tcp
nuxsl,5991,tcp
consul-insight,5992,tcp
cim-rs,5993,tcp
rms-agent,5994,tcp
cvsup,5999,tcp
ndl-ahp-svc,6064,tcp
winpharaoh,6065,tcp
ewctsp,6066,tcp
gsmp-ancp,6068,tcp
trip,6069,tcp
messageasap,6070,tcp
ssdtp,6071,tcp
diagnose-proc,6072,tcp
directplay8,6073,tcp
max,6074,tcp
dpm-acm,6075,tcp
msft-dpm-cert,6076,tcp
iconstructsrv,6077,tcp
reload-config,6084,tcp
konspire2b,6085,tcp
pdtp,6086,tcp
ldss,6087,tcp
doglms,6088,tcp
raxa-mgmt,6099,tcp
synchronet-db,6100,tcp
synchronet-rtc,6101,tcp
synchronet-upd,6102,tcp
rets,6103,tcp
dbdb,6104,tcp
primaserver,6105,tcp
mpsserver,6106,tcp
etc-control,6107,tcp
sercomm-scadmin,6108,tcp
globecast-id,6109,tcp
softcm,6110,tcp
spc,6111,tcp
dtspcd,6112,tcp
dayliteserver,6113,tcp
wrspice,6114,tcp
xic,6115,tcp
xtlserv,6116,tcp
daylitetouch,6117,tcp
spdy,6121,tcp
bex-webadmin,6122,tcp
backup-express,6123,tcp
pnbs,6124,tcp
damewaremobgtwy,6130,tcp
nbt-wol,6133,tcp
pulsonixnls,6140,tcp
meta-corp,6141,tcp
aspentec-lm,6142,tcp
watershed-lm,6143,tcp
statsci1-lm,6144,tcp
statsci2-lm,6145,tcp
lonewolf-lm,6146,tcp
montage-lm,6147,tcp
ricardo-lm,6148,tcp
tal-pod,6149,tcp
efb-aci,6159,tcp
ecmp,6160,tcp
patrol-ism,6161,tcp
patrol-coll,6162,tcp
pscribe,6163,tcp
lm-x,6200,tcp
qmtps,6209,tcp
radmind,6222,tcp
jeol-nsdtp-1,6241,tcp
jeol-nsdtp-2,6242,tcp
jeol-nsdtp-3,6243,tcp
jeol-nsdtp-4,6244,tcp
tl1-raw-ssl,6251,tcp
tl1-ssh,6252,tcp
crip,6253,tcp
gld,6267,tcp
grid,6268,tcp
grid-alt,6269,tcp
bmc-grx,6300,tcp
bmc-ctd-ldap,6301,tcp
ufmp,6306,tcp
scup,6315,tcp
abb-escp,6316,tcp
nav-data-cmd,6317,tcp
iona-data,6318,tcp
repsvc,6320,tcp
emp-server1,6321,tcp
emp-server2,6322,tcp
hrd-ncs,6324,tcp
dt-mgmtsvc,6325,tcp
dt-vra,6326,tcp
sflow,6343,tcp
streletz,6344,tcp
gnutella-svc,6346,tcp
gnutella-rtr,6347,tcp
adap,6350,tcp
pmcs,6355,tcp
metaedit-mu,6360,tcp
metaedit-se,6370,tcp
redis,6379,tcp
metatude-mds,6382,tcp
clariion-evr01,6389,tcp
metaedit-ws,6390,tcp
faxcomservice,6417,tcp
syserverremote,6418,tcp
svdrp,6419,tcp
nim-vdrshell,6420,tcp
nim-wan,6421,tcp
pgbouncer,6432,tcp
heliosd,6440,tcp
tarp,6442,tcp
sun-sr-https,6443,tcp
sge-qmaster,6444,tcp
sge-execd,6445,tcp
mysql-proxy,6446,tcp
skip-cert-recv,6455,tcp
skip-cert-send,6456,tcp
ieee11073-20701,6464,tcp
lvision-lm,6471,tcp
sun-sr-http,6480,tcp
servicetags,6481,tcp
ldoms-mgmt,6482,tcp
SunVTS-RMI,6483,tcp
sun-sr-jms,6484,tcp
sun-sr-iiop,6485,tcp
sun-sr-iiops,6486,tcp
sun-sr-iiop-aut,6487,tcp
sun-sr-jmx,6488,tcp
sun-sr-admin,6489,tcp
boks,6500,tcp
boks-servc,6501,tcp
boks-servm,6502,tcp
boks-clntd,6503,tcp
badm-priv,6505,tcp
badm-pub,6506,tcp
bdir-priv,6507,tcp
bdir-pub,6508,tcp
mgcs-mfp-port,6509,tcp
mcer-port,6510,tcp
netconf-tls,6513,tcp
syslog-tls,6514,tcp
elipse-rec,6515,tcp
lds-distrib,6543,tcp
lds-dump,6544,tcp
apc-6547,6547,tcp
apc-6548,6548,tcp
apc-6549,6549,tcp
fg-sysupdate,6550,tcp
sum,6551,tcp
checkmk-agent,6556,tcp
xdsxdm,6558,tcp
sane-port,6566,tcp
canit-store,6568,tcp
affiliate,6579,tcp
parsec-master,6580,tcp
parsec-peer,6581,tcp
parsec-game,6582,tcp
joaJewelSuite,6583,tcp
mshvlm,6600,tcp
mstmg-sstp,6601,tcp
wsscomfrmwk,6602,tcp
odette-ftps,6619,tcp
kftp-data,6620,tcp
kftp,6621,tcp
mcftp,6622,tcp
ktelnet,6623,tcp
datascaler-db,6624,tcp
datascaler-ctl,6625,tcp
wago-service,6626,tcp
nexgen,6627,tcp
afesc-mc,6628,tcp
nexgen-aux,6629,tcp
mxodbc-connect,6632,tcp
ovsdb,6640,tcp
openflow,6653,tcp
pcs-sf-ui-man,6655,tcp
emgmsg,6656,tcp
vocaltec-gold,6670,tcp
p4p-portal,6671,tcp
vision-server,6672,tcp
vision-elmd,6673,tcp
vfbp,6678,tcp
osaut,6679,tcp
clever-ctrace,6687,tcp
clever-tcpip,6688,tcp
tsa,6689,tcp
cleverdetect,6690,tcp
ircs-u,6697,tcp
kti-icad-srvr,6701,tcp
e-design-net,6702,tcp
e-design-web,6703,tcp
ibprotocol,6714,tcp
fibotrader-com,6715,tcp
princity-agent,6716,tcp
bmc-perf-agent,6767,tcp
bmc-perf-mgrd,6768,tcp
adi-gxp-srvprt,6769,tcp
plysrv-http,6770,tcp
plysrv-https,6771,tcp
ntz-tracker,6777,tcp
ntz-p2p-storage,6778,tcp
dgpf-exchg,6785,tcp
smc-jmx,6786,tcp
smc-admin,6787,tcp
smc-http,6788,tcp
radg,6789,tcp
hnmp,6790,tcp
hnm,6791,tcp
acnet,6801,tcp
pentbox-sim,6817,tcp
ambit-lm,6831,tcp
netmo-default,6841,tcp
netmo-http,6842,tcp
iccrushmore,6850,tcp
acctopus-cc,6868,tcp
muse,6888,tcp
rtimeviewer,6900,tcp
jetstream,6901,tcp
split-ping,6924,tcp
ethoscan,6935,tcp
xsmsvc,6936,tcp
bioserver,6946,tcp
otlp,6951,tcp
jmact3,6961,tcp
jmevt2,6962,tcp
swismgr1,6963,tcp
swismgr2,6964,tcp
swistrap,6965,tcp
swispol,6966,tcp
acmsoda,6969,tcp
conductor,6970,tcp
MobilitySrv,6997,tcp
iatp-highpri,6998,tcp
iatp-normalpri,6999,tcp
afs3-fileserver,7000,tcp
afs3-callback,7001,tcp
afs3-prserver,7002,tcp
afs3-vlserver,7003,tcp
afs3-kaserver,7004,tcp
afs3-volser,7005,tcp
afs3-errors,7006,tcp
afs3-bos,7007,tcp
afs3-update,7008,tcp
afs3-rmtsys,7009,tcp
ups-onlinet,7010,tcp
talon-disc,7011,tcp
talon-engine,7012,tcp
microtalon-dis,7013,tcp
microtalon-com,7014,tcp
talon-webserver,7015,tcp
spg,7016,tcp
grasp,7017,tcp
fisa-svc,7018,tcp
doceri-ctl,7019,tcp
dpserve,7020,tcp
dpserveadmin,7021,tcp
ctdp,7022,tcp
ct2nmcs,7023,tcp
vmsvc,7024,tcp
vmsvc-2,7025,tcp
loreji-panel,7026,tcp
op-probe,7030,tcp
iposplanet,7031,tcp
arcp,7070,tcp
iwg1,7071,tcp
iba-cfg,7072,tcp
martalk,7073,tcp
empowerid,7080,tcp
lazy-ptop,7099,tcp
font-service,7100,tcp
elcn,7101,tcp
rothaga,7117,tcp
virprot-lm,7121,tcp
snif,7123,tcp
scenidm,7128,tcp
scenccs,7129,tcp
cabsm-comm,7161,tcp
caistoragemgr,7162,tcp
cacsambroker,7163,tcp
fsr,7164,tcp
doc-server,7165,tcp
aruba-server,7166,tcp
casrmagent,7167,tcp
cnckadserver,7168,tcp
ccag-pib,7169,tcp
nsrp,7170,tcp
drm-production,7171,tcp
metalbend,7172,tcp
